sku,title,description,price,retail_price,images,brand,width,height,seat_height,depth,material,style,tags,condition
15253022,"""Hood Canal Sunrise III"" (2024) by Carrie Goller, Original Mixed-Media Painting","Carrie Goller's (US based) ""Hood Canal Sunrise III"" (2024) is an original, mixed media using encaustic on wood panel that depicts a stunning waterscape, the focus being on the reflections from the sunset.

Born and raised on Washington’s tiny Bainbridge Island, artist Carrie Goller recalls being advised as a child to pursue a career in fine art.  After an early career as a paralegal, a life-changing experience led her to become a serious and dedicated artist.

Once I finally indulged my need to create art, the door was opened and I haven’t looked back. I’ve been making up for lost time; a bit obsessed.  Art is now a necessity for me. I find true expression and balance in that world, says Goller.

Goller is inspired by simple, sensuous organic forms and the realm of colors, shapes and textures found in nature. Her thoughtful approach to subject matter can be evidenced from her tender still life work, along with a passion for rendering impressionist oils of daily life.  From her Bainbridge Island and Hood Canal studios she transitions within several genres and multiple media, including oil and pastel, as well as ancient mediums such as encaustic (molten pigmented beeswax) and egg tempera.  Goller’s approach tends to be experimental with leanings toward the classical.",450,,"https://a.1stdibscdn.com/carrie-goller-paintings-hood-canal-sunrise-iii-2024-by-carrie-goller-original-mixed-media-painting-for-sale-picture-5/a_13082/a_152530221729109253611/3aal1g6hire65fu179gq_master.jpg, https://a.1stdibscdn.com/carrie-goller-paintings-hood-canal-sunrise-iii-2024-by-carrie-goller-original-mixed-media-painting-for-sale-picture-2/a_13082/a_152530221729109218964/txefwmwhmaepxl1s6q9y_master.jpg, https://a.1stdibscdn.com/carrie-goller-paintings-hood-canal-sunrise-iii-2024-by-carrie-goller-original-mixed-media-painting-for-sale-picture-4/a_13082/a_152530221729109244566/mxjdh2pmvvp5cfrodp39_master.jpg, https://a.1stdibscdn.com/carrie-goller-paintings-hood-canal-sunrise-iii-2024-by-carrie-goller-original-mixed-media-painting-for-sale/a_13082/a_152530221729109130948/uohw0omct16qr0da6061_master.jpg, https://a.1stdibscdn.com/carrie-goller-paintings-hood-canal-sunrise-iii-2024-by-carrie-goller-original-mixed-media-painting-for-sale-picture-3/a_13082/a_152530221729109232412/orxlutwqsvg4m2xmhcz4_master.jpg",Carrie Goller(American),10.0,10.0,,1.5,"Mixed Media, Encaustic, Wood Panel, ",Contemporary,"Created in 2024, Period: 2010-",Excellent
15253112,"""Earth Sky Sea"" (2024) by Carrie Goller, Original Mixed-Media Painting","Carrie Goller's (US based) ""Earth Sky Sea"" (2024) is an original, mixed media using encaustic on wood panel that depicts an abstracted transition from earth, water, and sky.

Born and raised on Washington’s tiny Bainbridge Island, artist Carrie Goller recalls being advised as a child to pursue a career in fine art.  After an early career as a paralegal, a life-changing experience led her to become a serious and dedicated artist.

Once I finally indulged my need to create art, the door was opened and I haven’t looked back. I’ve been making up for lost time; a bit obsessed.  Art is now a necessity for me. I find true expression and balance in that world, says Goller.

Goller is inspired by simple, sensuous organic forms and the realm of colors, shapes and textures found in nature. Her thoughtful approach to subject matter can be evidenced from her tender still life work, along with a passion for rendering impressionist oils of daily life.  From her Bainbridge Island and Hood Canal studios she transitions within several genres and multiple media, including oil and pastel, as well as ancient mediums such as encaustic (molten pigmented beeswax) and egg tempera.  Goller’s approach tends to be experimental with leanings toward the classical.",575,,"https://a.1stdibscdn.com/carrie-goller-paintings-earth-sky-sea-2024-by-carrie-goller-original-mixed-media-painting-for-sale-picture-3/a_13082/a_152531121729109835726/dxl5di5yea95ug0a6ryp_master.jpg, https://a.1stdibscdn.com/carrie-goller-paintings-earth-sky-sea-2024-by-carrie-goller-original-mixed-media-painting-for-sale-picture-2/a_13082/a_152531121729109829090/3685rk64rpun133b73j1_master.jpg, https://a.1stdibscdn.com/carrie-goller-paintings-earth-sky-sea-2024-by-carrie-goller-original-mixed-media-painting-for-sale-picture-4/a_13082/a_152531121729109848971/qizgrspgs9apek8ft6do_master.jpg, https://a.1stdibscdn.com/carrie-goller-paintings-earth-sky-sea-2024-by-carrie-goller-original-mixed-media-painting-for-sale/a_13082/a_152531121729109712058/69ay5d3c046pfunk7ocp_master.jpg",Carrie Goller(American),14.0,11.0,,1.5,"Mixed Media, Encaustic, Wood Panel, ",Contemporary,"Created in 2024, Period: 2010-",Excellent
15252162,"""Lavender Fields"" (2023) By Alexandra Hansen, Original Oil Painting of Landscape","""Lavender Fields"" (2023) by Alexandra Hanssen is an original, handmade oil painting on panel that depicts a large field of lavender flowers.",325,,"https://a.1stdibscdn.com/alexandra-hansen-paintings-lavender-fields-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale-picture-4/a_13082/a_152521621729102330922/kvdv6txipswlnou2reyk3_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-lavender-fields-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale/a_13082/a_152521621729102228770/kvdv6txipswlnou2reyk_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-lavender-fields-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale-picture-3/a_13082/a_152521621729102324854/kvdv6txipswlnou2reyk2_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-lavender-fields-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale-picture-2/a_13082/a_152521621729102243541/8nxe41j59fsgrzcno55u_master.jpg",Alexandra Hansen,6.0,6.0,,0.2,"Oil, Panel, ",Impressionist,"Created in 2023, Period: 2010-",Excellent
15252052,"""Road Less Traveled"" (2023) By Alexandra Hansen, Oil Painting of Landscape","""Road Less Traveled"" (2023) by Alexandra Hansen is an original, handmade oil painting on panel that depicts a dirt road passing through a field with white flowers and trees.",325,,"https://a.1stdibscdn.com/alexandra-hansen-paintings-road-less-traveled-2023-by-alexandra-hansen-oil-painting-of-landscape-for-sale-picture-2/a_13082/a_152520521729101271026/f8e60em24aogp2w4f687_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-road-less-traveled-2023-by-alexandra-hansen-oil-painting-of-landscape-for-sale-picture-4/a_13082/a_152520521729101285213/nxurkatdmpjwq1d78l9j4_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-road-less-traveled-2023-by-alexandra-hansen-oil-painting-of-landscape-for-sale-picture-3/a_13082/a_152520521729101275563/nxurkatdmpjwq1d78l9j2_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-road-less-traveled-2023-by-alexandra-hansen-oil-painting-of-landscape-for-sale/a_13082/a_152520521729101205174/nxurkatdmpjwq1d78l9j_master.jpg",Alexandra Hansen,6.0,6.0,,0.2,"Oil, Panel, ",Impressionist,"Created in 2023, Period: 2010-",Excellent
15246192,"""Thunder Rolls"" (2023) By Alexandra Hansen, Original Oil Painting of Landscape","""Thunder Rolls"" (2023) by Alexandra Hansen is an original, handmade oil painting on canvas that depicts a landscape with thick, rolling storm clouds moving in above.",325,,"https://a.1stdibscdn.com/alexandra-hansen-paintings-thunder-rolls-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale-picture-4/a_13082/a_152461921729033169958/1rzntao02ewqv111gctz4_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-thunder-rolls-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale/a_13082/a_152461921729033066343/1rzntao02ewqv111gctz_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-thunder-rolls-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale-picture-3/a_13082/a_152461921729033147041/1rzntao02ewqv111gctz3_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-thunder-rolls-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale-picture-2/a_13082/a_152461921729033131227/2i7rjqz6phxuq5in776k_master.jpg",Alexandra Hansen,6.0,6.0,,0.2,"Oil, Panel, ",Impressionist,"Created in 2023, Period: 2010-",Excellent
15252192,"""Mountain Escape"" (2023) By Alexandra Hansen, Original Oil Painting of Landscape","""Mountain Escape"" (2023) by Alexandra Hanssen is an original, handmade oil painting on panel that depicts a river going through a forest in a mountainous area.",325,,"https://a.1stdibscdn.com/alexandra-hansen-paintings-mountain-escape-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale-picture-3/a_13082/a_152521921729102603568/f3mh86m3otm76mlhb0v92_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-mountain-escape-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale-picture-4/a_13082/a_152521921729102612417/f3mh86m3otm76mlhb0v93_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-mountain-escape-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale-picture-2/a_13082/a_152521921729102594505/9pllg3rxxq8ggozsa62z_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-mountain-escape-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale/a_13082/a_152521921729102540329/f3mh86m3otm76mlhb0v9_master.jpg",Alexandra Hansen,6.0,6.0,,0.2,"Oil, Panel, ",Impressionist,"Created in 2023, Period: 2010-",Excellent
15253312,"""Winter Blues"" (2017) By Stephen Day, Original Oil Painting of Landscape","""Winter Blues"" (2017) by Stephen Day is an original, handmade oil painting that depicts a a snowy landscape with a stream and large pine trees on either side.


Stephen Day was born in Sheridan, Wyoming, and, while growing up he lived in Santa Fe, New Mexico, Aspen Colorado, and Durango, Colorado. He always felt the wonderfully unique beauty of the west but until he became an artist he really didn't know how to fully respond to that beauty.

Day is now a full-time artist living in Taos, New Mexico. Working mainly in oil he paints various subjects from life but the landscape is his first love. He says of his working philosophy, ""I paint almost exclusively from life trying to capture the feeling and the mood of the subject before me. This work philosophy forces me to paint quickly to get a spontaneous and fresh response, because everything around us (including ourselves) is in a constant state of change."" Day frequently paints on location and uses these smaller paintings to create larger studio paintings.

Artist's Background:

1976 - Bachelor of Arts Degree, McMurry College, Abilene, Texas
1980 - Master's Degree, Southern Methodist University, Dallas, Texas
Studied at the Art Students League of Denver with Bruce Cody and Mark Dailly Workshops taken with David Leffel, John Encinias and Clyde Aspevig Studied with Richard Schmid at the Loveland Academy of Fine Art, 1994-1998",475,,"https://a.1stdibscdn.com/stephen-day-paintings-winter-blues-2017-by-stephen-day-original-oil-painting-of-landscape-for-sale-picture-5/a_13082/a_152533121729111196734/rn0lysnzincga3dl60nk_master.jpg, https://a.1stdibscdn.com/stephen-day-paintings-winter-blues-2017-by-stephen-day-original-oil-painting-of-landscape-for-sale-picture-3/a_13082/a_152533121729111178569/59zs4bkg4wh7ukreduag_master.jpg, https://a.1stdibscdn.com/stephen-day-paintings-winter-blues-2017-by-stephen-day-original-oil-painting-of-landscape-for-sale/a_13082/a_152533121729111164641/sbzio8h8rxe99wcgq0am_master.jpg, https://a.1stdibscdn.com/stephen-day-paintings-winter-blues-2017-by-stephen-day-original-oil-painting-of-landscape-for-sale-picture-4/a_13082/a_152533121729111190938/dvve8p6dveomki5yibds_master.jpg, https://a.1stdibscdn.com/stephen-day-paintings-winter-blues-2017-by-stephen-day-original-oil-painting-of-landscape-for-sale-picture-2/a_13082/a_152533121729111172108/me1rawz3gd6patvh8bbl_master.jpg",Stephen Day(1954),10.0,8.0,,1.0,"Oil, ",,"Created in 2017, Period: 21st Century",Excellent
15253232,"""Winter Sunlight and Shadows"" (2017) By Stephen Day, Original Oil Painting","""Winter Sunlight and Shadows"" (2017) by Stephen Day is an original, handmade oil painting that depicts a a snowy landscape, the focus being on the shadows from the trees on the snow.


Stephen Day was born in Sheridan, Wyoming, and, while growing up he lived in Santa Fe, New Mexico, Aspen Colorado, and Durango, Colorado. He always felt the wonderfully unique beauty of the west but until he became an artist he really didn't know how to fully respond to that beauty.

Day is now a full-time artist living in Taos, New Mexico. Working mainly in oil he paints various subjects from life but the landscape is his first love. He says of his working philosophy, ""I paint almost exclusively from life trying to capture the feeling and the mood of the subject before me. This work philosophy forces me to paint quickly to get a spontaneous and fresh response, because everything around us (including ourselves) is in a constant state of change."" Day frequently paints on location and uses these smaller paintings to create larger studio paintings.

Artist's Background:

1976 - Bachelor of Arts Degree, McMurry College, Abilene, Texas
1980 - Master's Degree, Southern Methodist University, Dallas, Texas
Studied at the Art Students League of Denver with Bruce Cody and Mark Dailly Workshops taken with David Leffel, John Encinias and Clyde Aspevig Studied with Richard Schmid at the Loveland Academy of Fine Art, 1994-1998",525,,"https://a.1stdibscdn.com/stephen-day-paintings-winter-sunlight-and-shadows-2017-by-stephen-day-original-oil-painting-for-sale/a_13082/a_152532321729110865649/9ag7uu5f7wktj6rfpvd7_master.jpg, https://a.1stdibscdn.com/stephen-day-paintings-winter-sunlight-and-shadows-2017-by-stephen-day-original-oil-painting-for-sale-picture-5/a_13082/a_152532321729110910859/b52y5wvm4ssyd8aju72a_master.jpg, https://a.1stdibscdn.com/stephen-day-paintings-winter-sunlight-and-shadows-2017-by-stephen-day-original-oil-painting-for-sale-picture-3/a_13082/a_152532321729110886299/1ww1nmctvnxk29c85x3g_master.jpg, https://a.1stdibscdn.com/stephen-day-paintings-winter-sunlight-and-shadows-2017-by-stephen-day-original-oil-painting-for-sale-picture-4/a_13082/a_152532321729110904312/6ybh3qzy7jjdwydtn35d_master.jpg, https://a.1stdibscdn.com/stephen-day-paintings-winter-sunlight-and-shadows-2017-by-stephen-day-original-oil-painting-for-sale-picture-2/a_13082/a_152532321729110875206/7mazzdohkk0avphapzcs_master.jpg",Stephen Day(1954),12.0,9.0,,1.0,"Oil, ",,"Created in 2017, Period: 21st Century",Excellent
15246012,"""Beach Tree Roots"" (2023) By Judith Peck, Original Oil Painting of Forest","""Beach Tree Roots"" (2023) by Judith Peck is an original, handmade oil painting on cradled board that depicts a a foggy and grey forest, focused on the large exposed roots of a tree.


Judith Peck is a Washington, DC area allegorical figurative artist who has made her life’s work to paint about history and healing, using a variety of methods and experimental techniques to achieve a diverse range of visual and tactile results that validate a strong narrative. She has been awarded by the Masur Museum of Art, the Alexandria Museum of Art, The Washington County Museum of Fine Art, the Lore Degenstein Gallery Competition at Susquehanna University, The Butler Institute of American Art, and Florida A&M University’s Pinnacle Competition, shown in the Phillips Collection in Washington, DC, Context Art Basel in Miami and The Art of Paper show in New York as well as in major galleries and had numerous solo shows. She was awarded the Strauss Fellowship Grant from Fairfax County, Virginia as well as an International Artist-in-Residence in Salzburg Austria.



Her paintings have been featured numerous times in American Art Collector Magazine, Fine Art Connoisseur Magazine, The Washington Post, Poets /Artists, The Artist’s Magazine, iARTisas, Combustus and the books Tradition and Transformation and the Ashen Rainbow, by Ori Z. Soltes, as well as the Kress Project book published by the Georgia Museum of Art.


Judith Peck’s work is collected internationally and can be found in many private collections as well as in the permanent public collections of the Museo Arte Contemporanea, Sicilia, the Southern Alleghenies Museum of Art in Pennsylvania, Penn College, Susquehanna University, and purchase awards from Montgomery County Public Art Trust Contemporary Work on Paper Collection, the Alexandria Commission on the Arts in Virginia as well as from the District of Columbia’s Commission on the Arts and Humanities Art Bank.",300,,"https://a.1stdibscdn.com/judith-peck-paintings-beach-tree-roots-2023-by-judith-peck-original-oil-painting-of-forest-for-sale/a_13082/a_152460121729029796284/o188afqzvwwhnxyvxukf_master.jpg, https://a.1stdibscdn.com/judith-peck-paintings-beach-tree-roots-2023-by-judith-peck-original-oil-painting-of-forest-for-sale-picture-2/a_13082/a_152460121729029861353/x9mwe30q7zrw0vkh2pv0_master.jpg, https://a.1stdibscdn.com/judith-peck-paintings-beach-tree-roots-2023-by-judith-peck-original-oil-painting-of-forest-for-sale-picture-3/a_13082/a_152460121729029873343/o188afqzvwwhnxyvxukf3_master.jpg, https://a.1stdibscdn.com/judith-peck-paintings-beach-tree-roots-2023-by-judith-peck-original-oil-painting-of-forest-for-sale-picture-4/a_13082/a_152460121729029880046/o188afqzvwwhnxyvxukf4_master.jpg",Judith Peck,5.0,5.0,,1.5,"Oil, Board, ",Realist,"Created in 2023, Period: 2010-",Excellent
15246052,"""Forest Edge"" (2023) By Judith Peck, Original Oil Painting of Landscape","""Forest Edge"" (2023) by Judith Peck is an original, handmade oil painting on cradled board that depicts a forest with tall grass in the bright sunlight, the focus being on the base of a large tree.


Judith Peck is a Washington, DC area allegorical figurative artist who has made her life’s work to paint about history and healing, using a variety of methods and experimental techniques to achieve a diverse range of visual and tactile results that validate a strong narrative. She has been awarded by the Masur Museum of Art, the Alexandria Museum of Art, The Washington County Museum of Fine Art, the Lore Degenstein Gallery Competition at Susquehanna University, The Butler Institute of American Art, and Florida A&M University’s Pinnacle Competition, shown in the Phillips Collection in Washington, DC, Context Art Basel in Miami and The Art of Paper show in New York as well as in major galleries and had numerous solo shows. She was awarded the Strauss Fellowship Grant from Fairfax County, Virginia as well as an International Artist-in-Residence in Salzburg Austria.



Her paintings have been featured numerous times in American Art Collector Magazine, Fine Art Connoisseur Magazine, The Washington Post, Poets /Artists, The Artist’s Magazine, iARTisas, Combustus and the books Tradition and Transformation and the Ashen Rainbow, by Ori Z. Soltes, as well as the Kress Project book published by the Georgia Museum of Art.


Judith Peck’s work is collected internationally and can be found in many private collections as well as in the permanent public collections of the Museo Arte Contemporanea, Sicilia, the Southern Alleghenies Museum of Art in Pennsylvania, Penn College, Susquehanna University, and purchase awards from Montgomery County Public Art Trust Contemporary Work on Paper Collection, the Alexandria Commission on the Arts in Virginia as well as from the District of Columbia’s Commission on the Arts and Humanities Art Bank.",300,,"https://a.1stdibscdn.com/judith-peck-paintings-forest-edge-2023-by-judith-peck-original-oil-painting-of-landscape-for-sale-picture-4/a_13082/a_152460521729030248712/167r3t2f8dnkzkhkkp1x3_master.jpg, https://a.1stdibscdn.com/judith-peck-paintings-forest-edge-2023-by-judith-peck-original-oil-painting-of-landscape-for-sale-picture-2/a_13082/a_152460521729030218593/tpq8abyn3n7ml21up46g_master.jpg, https://a.1stdibscdn.com/judith-peck-paintings-forest-edge-2023-by-judith-peck-original-oil-painting-of-landscape-for-sale/a_13082/a_152460521729030172086/167r3t2f8dnkzkhkkp1x_master.jpg, https://a.1stdibscdn.com/judith-peck-paintings-forest-edge-2023-by-judith-peck-original-oil-painting-of-landscape-for-sale-picture-3/a_13082/a_152460521729030241366/167r3t2f8dnkzkhkkp1x2_master.jpg",Judith Peck,5.0,5.0,,1.5,"Oil, Board, ",Realist,"Created in 2023, Period: 2010-",Excellent
15246082,"""Burled Oak"" (2023) By Judith Peck, Original Oil Painting of Tree","""Burled Oak"" (2023) by Judith Peck is an original, handmade oil painting on cradled board that depicts a large oak tree.


Judith Peck is a Washington, DC area allegorical figurative artist who has made her life’s work to paint about history and healing, using a variety of methods and experimental techniques to achieve a diverse range of visual and tactile results that validate a strong narrative. She has been awarded by the Masur Museum of Art, the Alexandria Museum of Art, The Washington County Museum of Fine Art, the Lore Degenstein Gallery Competition at Susquehanna University, The Butler Institute of American Art, and Florida A&M University’s Pinnacle Competition, shown in the Phillips Collection in Washington, DC, Context Art Basel in Miami and The Art of Paper show in New York as well as in major galleries and had numerous solo shows. She was awarded the Strauss Fellowship Grant from Fairfax County, Virginia as well as an International Artist-in-Residence in Salzburg Austria.



Her paintings have been featured numerous times in American Art Collector Magazine, Fine Art Connoisseur Magazine, The Washington Post, Poets /Artists, The Artist’s Magazine, iARTisas, Combustus and the books Tradition and Transformation and the Ashen Rainbow, by Ori Z. Soltes, as well as the Kress Project book published by the Georgia Museum of Art.


Judith Peck’s work is collected internationally and can be found in many private collections as well as in the permanent public collections of the Museo Arte Contemporanea, Sicilia, the Southern Alleghenies Museum of Art in Pennsylvania, Penn College, Susquehanna University, and purchase awards from Montgomery County Public Art Trust Contemporary Work on Paper Collection, the Alexandria Commission on the Arts in Virginia as well as from the District of Columbia’s Commission on the Arts and Humanities Art Bank.",300,,"https://a.1stdibscdn.com/judith-peck-paintings-burled-oak-2023-by-judith-peck-original-oil-painting-of-tree-for-sale-picture-2/a_13082/a_152460821729030693399/ubplkqa46dqdri1v818o_master.jpg, https://a.1stdibscdn.com/judith-peck-paintings-burled-oak-2023-by-judith-peck-original-oil-painting-of-tree-for-sale/a_13082/a_152460821729030562122/sx5c4r5iw7fw6kw8h9sj_master.jpg, https://a.1stdibscdn.com/judith-peck-paintings-burled-oak-2023-by-judith-peck-original-oil-painting-of-tree-for-sale-picture-4/a_13082/a_152460821729030720042/sx5c4r5iw7fw6kw8h9sj3_master.jpg, https://a.1stdibscdn.com/judith-peck-paintings-burled-oak-2023-by-judith-peck-original-oil-painting-of-tree-for-sale-picture-3/a_13082/a_152460821729030713153/sx5c4r5iw7fw6kw8h9sj2_master.jpg",Judith Peck,5.0,5.0,,1.5,"Oil, Board, ",Realist,"Created in 2023, Period: 2010-",Excellent
15246152,"""Sedona Sunsets"" (2023) By Alexandra Hansen, Original Oil Painting of Landscape","""Sedona Sunsets"" (2023) by Alexandra Hansen is an original, handmade oil painting on panel that depicts a bright and colorful sunset in Sedona, Arizona.",325,,"https://a.1stdibscdn.com/alexandra-hansen-paintings-sedona-sunsets-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale-picture-3/a_13082/a_152461521729032445514/bexdrwlmc9b5bne3xluw2_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-sedona-sunsets-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale-picture-2/a_13082/a_152461521729032389049/lgi5kl8amexrvv3hb8s2_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-sedona-sunsets-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale/a_13082/a_152461521729032353516/bexdrwlmc9b5bne3xluw_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-sedona-sunsets-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale-picture-4/a_13082/a_152461521729032454851/bexdrwlmc9b5bne3xluw3_master.jpg",Alexandra Hansen,5.0,5.0,,0.2,"Oil, Panel, ",Impressionist,"Created in 2023, Period: 2010-",Excellent
15232702,"""Keswick"" By Ed Fairburn, Limited Edition Poster Print, Nude Portrait of Woman","""Keswick"" is a limited edition poster print by the acclaimed UK artist Ed Fairburn. This captivating piece is reproduced onto 100% 290gsm cotton rag premium archival Moab paper with archival ink. Measuring 22.29 inches in height by 23 inches in width, this artwork presents a striking portrait of a woman.

Fairburn's work is well-known for its unique integration of maps and portraiture, and ""Anna Fisher"" is a stellar example of his signature style. The print is marked with Fairburn's distinctive stamped signature, a practice that began in 2012 and adds a personal touch rooted in his childhood memories. This piece is professionally framed, with framed dimensions of approximately 22 inches by 22 inches, and features anti-reflective glass, ensuring a clear and undistorted view of the artwork from any angle.

What sets this piece apart is not just its subject matter but also the meticulous detail and craftsmanship. It reflects Fairburn's ability to blend scientific maps with human features, creating a harmonious and thought-provoking composition. The ""Anna Fisher"" print is more than just a portrait; it is a celebration of human achievement and exploration.",495,,"https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-keswick-by-ed-fairburn-limited-edition-poster-print-nude-portrait-of-woman-for-sale-picture-4/a_13082/a_152327021728760525396/ry7yz23pa5vqkxsfh89a4_master.jpg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-keswick-by-ed-fairburn-limited-edition-poster-print-nude-portrait-of-woman-for-sale/a_13082/a_152327021728760362374/ry7yz23pa5vqkxsfh89a_master.jpg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-keswick-by-ed-fairburn-limited-edition-poster-print-nude-portrait-of-woman-for-sale-picture-3/a_13082/a_152327021728760518998/ry7yz23pa5vqkxsfh89a3_master.jpg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-keswick-by-ed-fairburn-limited-edition-poster-print-nude-portrait-of-woman-for-sale-picture-5/a_13082/a_152327021728760530889/ry7yz23pa5vqkxsfh89a5_master.jpg, https://a.1stdibscdn.com/ed-fairburn-prints-works-on-paper-keswick-by-ed-fairburn-limited-edition-poster-print-nude-portrait-of-woman-for-sale-picture-2/a_13082/a_152327021728760460715/ry7yz23pa5vqkxsfh89a2_master.jpg",Ed Fairburn,23.0,22.29,,1.0,"Paper, Archival Pigment, ",Realist,Period: 2010-,Excellent
15233582,"""Laura"" (2021) - Original Portrait Painting by Elena Burykina","Elena Burykina's ""Laura"" (2021) is an original, handmade oil painting that depicts a close up portrait of a woman. This piece measure 12 x 12 in and is ready to hang.

About the Artist:
Elena is an artist based in Chattanooga, TN USA.
 
Elena always wanted to be an artist. As a child in Ukraine, she received a classical art education which she used for over a decade as an architect. It was an applied form of her desire to create art. Elena moved away from architecture into teaching art to children and painting when she could, and finally she was able to focus all her time being an artist and learning.
 
She moved to America in 2013 and turned her full attention to painting.
 
She tries to use every opportunity to learn anything new – new tools, mediums, techniques – anything new at all.
 
Elena’s favorite subjects to paint are people with their personalities, moods, thoughts, and favorite things. “I really like to explore the personalities of my models through building the structure of portraiture with oil paint and paintbrush.”
 
Her current focus is portraiture. She seeks a connection with the model that she can translate to the surface.
 
Elena is a member of The Portrait Society of America. She received an award of Signature Status with the Portrait Society of America in 2022.",1440,,"https://a.1stdibscdn.com/elena-burykina-paintings-laura-2021-original-portrait-painting-by-elena-burykina-for-sale-picture-4/a_13082/a_152335821728770778492/8dpnc8wos9a5fdkuivmi_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-laura-2021-original-portrait-painting-by-elena-burykina-for-sale-picture-3/a_13082/a_152335821728770771994/64x637cco3b4xwecrguz_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-laura-2021-original-portrait-painting-by-elena-burykina-for-sale-picture-2/a_13082/a_152335821728770761592/l4npr9498uvzmipjdl0l_master.jpg, https://a.1stdibscdn.com/elena-burykina-paintings-laura-2021-original-portrait-painting-by-elena-burykina-for-sale/a_13082/a_152335821728770344321/4luu43extxkod58tj0ck_master.jpg",Elena Burykina,12.0,12.0,,1.5,"Oil, Panel, ",Realist,"Created in 2023, Period: 2010-",Excellent
